id,hotel_name,marks,city,satisfaction,reviews,price,distances,descriptions,stars,breakfast
14967,Oxford Hotel,8.4,KensingtonandChelsea,Very Good,705,907,4.9,Single Room,3,Not included
14968,ABC Hyde Park Hotel,6.5,WestminsterBorough,Review score,872,455,3.2,Single Room,3,Not included
14969,The Pilot Inn,8.6,Greenwich,Excellent,946,1172,9.6,Single Room,0,Breakfast included
14970,Ascot Hyde Park Hotel,5.6,WestminsterBorough,Review score,1667,647,3.5,Single Room,3,Not included
14971,Novotel London Waterloo,7.9,Lambeth,Good,2132,915,1.5,Superior Queen Room with Sofa,4,Not included
14972,Tower Bridge Rooms,7.3,Southwark,Good,119,599,4.5,Double Room,0,Not included
14973,NOX Waterloo,8.2,Lambeth,Very Good,5190,703,1.3,"Double Studio (Lower Ground Floor, No Windows)",4,Not included
14974,55 by Le Mirage,8.6,WestminsterBorough,Excellent,290,858,4.5,Standard Double Room,4,Not included
14975,Ruby Lucy Hotel London,8.9,Lambeth,Excellent,2161,926,1.3,Nest,4,Not included
14976,Monopoly,7.4,TowerHamlets,Good,298,441,3.8,Double Room with Shared Bathroom,0,Not included
14977,Town Hall Hotel & Apartments,8.3,TowerHamlets,Very Good,607,1030,5.6,Double Room,5,Not included
14978,Sea Containers London,8.8,Southwark,Excellent,5836,1436,1.5,Standard,5,Not included
14979,Meliá London Kensington Member of Meliá Collection,8.4,KensingtonandChelsea,Very Good,826,1444,4,Cozy Room,4,Not included
14980,Double Room Charlotte,8.1,Lambeth,Very Good,14,430,6,Double Room,0,Not included
14981,The Gate ApartHotel London,8.8,TowerHamlets,Excellent,1521,1176,4.2,Studio,4,Not included
14982,Milestone Hotel Kensington,9.4,KensingtonandChelsea,Wonderful,550,2234,4.1,Superior Queen Room,5,Not included
14983,Victoria Villas,8.9,HammersmithandFulham,Excellent,136,417,6.8,Single Room,0,Not included
14984,Astors Belgravia,7.6,WestminsterBorough,Good,1661,675,2.2,Single Room,3,Breakfast included
14985,Paddington Apartments,7.4,WestminsterBorough,Good,1591,579,3.4,Studio (2 Adults),4,Not included
14986,Templeton Place by Supercity Aparthotels,8.6,KensingtonandChelsea,Excellent,250,1144,5,Studio Suite,4,Not included
14987,Copthorne Tara Hotel London Kensington,6.8,KensingtonandChelsea,Review score,8150,800,4.5,Standard Double Room,4,Not included
14988,Kensal Green Backpackers 2,5.2,Brent,Review score,1201,109,7.2,Bed in 6-Bed Mixed Dormitory Room,2,Not included
14989,The J Hyde Park - A Park Avenue Hotel,7.4,WestminsterBorough,Good,175,1307,4.4,Deluxe Double Room,4,Not included
14990,Point A Hotel London Westminster,7.5,Lambeth,Good,2861,654,1.4,Double Room without Window,3,Not included
14991,Howard Winchester Hotel,7.9,Camden,Good,1199,910,2.5,Double Room with Extra Single Bed,0,Not included
14992,"Club Quarters Hotel London City, London",7.4,CityofLondon,Good,3080,830,3,Small Queen Room,4,Not included
14993,The Cranley Hotel,4.4,KensingtonandChelsea,Review score,1806,419,4.2,Classic Single Room,4,Breakfast included
14994,Hotel Xenia - Autograph Collection,8.2,KensingtonandChelsea,Very Good,84,981,4.5,Small Single Room,4,Not included
14995,Best Western Buckingham Palace Rd,7.7,WestminsterBorough,Good,2855,1901,2.1,Standard Double Room,3,Not included
14996,Residence Inn by Marriott London Tower Bridge,8,Southwark,Very Good,1207,998,3.3,"Studio, 1 Double",4,Breakfast included
14997,Novotel London Blackfriars,8.3,Southwark,Very Good,2499,1091,1.6,Superior Room with 1 Queen Bed + 1 Sofa Bed,4,Not included
14998,St Christopher's Inn Village - London Bridge,7.4,Southwark,Good,2685,228,2.5,Bed in 21-Bed Mixed Dormitory Room with Triple Bunks and External Shared Bathroom,0,Not included
14999,Astors Belgravia,7.6,WestminsterBorough,Good,1661,672,2.2,Single Room,3,Breakfast included
15000,Commodore Hotel,7.6,WestminsterBorough,Good,1249,910,3.7,Superior Single Room,4,Not included
15001,Colliers Hotel,6.2,WestminsterBorough,Review score,1098,583,2.1,Single Room with private toilet and shower,2,Not included
15002,Rose And Crown Hotel,9.1,Wimbledon,Wonderful,174,757,11.1,Double Room,3,Not included
15003,Goodwood Hotel,5,Camden,Review score,1044,397,2,Single Room with Shared Bathroom,2,Not included
15004,Copthorne Tara Hotel London Kensington,6.8,KensingtonandChelsea,Review score,8150,800,4.5,Standard Double Room,4,Not included
15005,The Pack And Carriage London,7.4,Camden,Good,1887,847,2.8,Single Room with Private Bathroom,3,Not included
15006,Tudor Court Hotel,6.8,WestminsterBorough,Review score,1335,312,3.3,Single Shared Bathroom,3,Not included
15007,City Lodge London,6.6,TowerHamlets,Review score,435,376,7.9,Twin Room,2,Not included
15008,Messina Studios,7.8,Camden,Good,743,523,6.1,Double Studio,4,Not included
15009,Vancouver Studios,8.8,WestminsterBorough,Excellent,928,872,4.4,Studio Apartment,4,Not included
15010,Oliver Plaza Hotel,8.2,KensingtonandChelsea,Very Good,1994,1471,5,Single Room,4,Not included
15011,KingswayPark Hotel at Park Avenue,7.3,WestminsterBorough,Good,38,544,3.2,Standard Single Room,3,Breakfast included
15012,The Montana Hotel,8.1,KensingtonandChelsea,Very Good,3102,525,4.1,Economy Single Room with Shared Bathroom,3,Not included
15013,Simply Rooms & Suites,7.2,HammersmithandFulham,Good,574,588,5.7,Classic Double Room,4,Not included
15014,The Long Room Hotel and Bar,6,Wandsworth,Review score,401,300,9.5,Standard Single Room,2,Not included
15015,London House Hotel,7.7,WestminsterBorough,Good,1631,1198,4.3,Small Single Room,3,Not included
15016,K+K Hotel George Kensington,8.3,KensingtonandChelsea,Very Good,1694,1084,5,Solo Urban,4,Not included
15017,Elmwood Hotel,5.9,Camden,Review score,1455,492,2.4,Double Room,2,Not included
15018,CG Kensington,8.3,KensingtonandChelsea,Very Good,1183,594,4.6,Small Double Room,4,Not included
15019,The Bull and The Hide,8.3,CityofLondon,Very Good,684,1084,3.4,Deluxe Double Room,0,Breakfast included
15020,London Stay Apartments,7.6,Southwark,Good,728,572,5.5,Double Room,3,Not included
15021,The Princess Victoria,8.1,HammersmithandFulham,Very Good,398,757,7.8,Double Room,0,Not included
15022,Buckle Street Studios by Locke,8.6,TowerHamlets,Excellent,1136,812,4,Micro Studio-Corner,4,Not included
15023,St Christopher's Inn Village - London Bridge,7.4,Southwark,Good,2685,228,2.5,Bed in 21-Bed Mixed Dormitory Room with Triple Bunks and External Shared Bathroom,0,Not included
15024,Plaza London Hotel,5.9,TowerHamlets,Review score,753,353,5.9,Single Room,3,Not included
15025,Canary Riverside Plaza Hotel,8.4,TowerHamlets,Very Good,623,1736,6.9,Standard King Room,5,Not included
15026,New Market Ale House,4.1,Camden,Review score,98,539,4,Double Room with Shared Bathroom,2,Not included
15027,"Hotel Indigo London Hyde Park Paddington, an IHG Hotel",7.5,WestminsterBorough,Good,550,927,3.3,Standard Compact Double Room,4,Not included
15028,Citadines Trafalgar Square,8.1,WestminsterBorough,Very Good,2927,1209,0.2,Studio,4,Not included
15029,The Marble Arch Suites,6.3,WestminsterBorough,Review score,548,621,2.4,Deluxe Single Room,4,Not included
15030,Tudor Court Hotel,6.8,WestminsterBorough,Review score,1335,312,3.3,Single Shared Bathroom,3,Not included
15031,King Solomon Hotel- Golders Green,5.8,GoldersGreen,Review score,1408,289,9.2,Single Room,3,Not included
15032,Kensal Green Backpackers,4.9,KensingtonandChelsea,Review score,1145,87,7.3,Bed in 8-Bed Mixed Dormitory Room,0,Not included
15033,Maitrise Hotel Maida Vale - London,6.8,Brent,Review score,2064,525,5.5,Standard Single Room,3,Not included
15034,Red Lion,8.5,London,Very Good,584,662,11.7,Standard Double Room,4,Not included
15035,Jumeirah Lowndes Hotel,8.2,KensingtonandChelsea,Very Good,218,1828,2.3,Superior Double Room,5,Not included
15036,Georgian House Hotel,7.8,WestminsterBorough,Good,625,1030,2.2,Classic Double/Twin Room,4,Not included
15037,OYO Vegas Hotel,6.2,WestminsterBorough,Review score,1218,564,2.1,Standard Single Room,3,Breakfast included
15038,The Wolfpack Inn,8.6,HammersmithandFulham,Excellent,241,735,5.7,Double Room with Private Bathroom,0,Not included
15039,The Rembrandt,8.2,KensingtonandChelsea,Very Good,1670,1273,3.2,Classic Twin Room,4,Breakfast included
15040,Dawson House,8.3,Camden,Very Good,496,490,5.8,Single Room,3,Not included
15041,Hausd - Leicester Square,8.8,WestminsterBorough,Excellent,347,1662,0.6,One-Bedroom Suite,4,Not included
15042,Gresham Hotel Bloomsbury,4.4,Camden,Review score,1483,440,1.2,Single Room with Shared Bathroom,0,Not included
15043,room2 Chiswick Hometel,9.3,Chiswick,Wonderful,665,855,9.1,Sleepwell Room – No Window,4,Not included
15044,DoubleTree by Hilton London Chelsea,7.8,HammersmithandFulham,Good,1561,654,5.4,Double Guest Room,4,Not included
15045,Staunton Hotel - B&B,8.6,Camden,Excellent,1116,1515,1.4,Standard Twin Room,4,Breakfast included
15046,Marlin Aldgate Tower Bridge,7.4,TowerHamlets,Good,567,921,4.3,One-Bedroom Apartment,4,Not included
15047,Red Lion,8.5,London,Very Good,584,662,11.7,Standard Double Room,4,Not included
15048,Fraser Place Canary Wharf,8.2,TowerHamlets,Very Good,1592,586,8.1,Deluxe Studio,4,Not included
15049,The Savoy,9.4,WestminsterBorough,Wonderful,1909,3473,0.6,Superior Queen Room,5,Not included
15050,Residence Inn by Marriott London Bridge,8.3,Southwark,Very Good,887,954,3.2,Studio Suite,4,Breakfast included
15051,Comfort Inn Victoria,7.2,WestminsterBorough,Good,1277,956,2,Double Room,3,Breakfast included
15052,easyHotel London City Shoreditch,6.8,Islington,Review score,2168,594,3,Double Room without Window,0,Not included
15053,Garden Court Hotel,7.5,WestminsterBorough,Good,2211,710,4.4,Single Room with Private External Bathroom,3,Not included
15054,W London,8.6,WestminsterBorough,Excellent,738,2462,0.45,"Wonderful Room, Low Floor, Guest room, 1 King",5,Not included
15055,"The Park Tower Knightsbridge, a Luxury Collection Hotel, London",7.4,WestminsterBorough,Good,765,1918,2.3,"Classic Room, Guest room, 1 King",5,Not included
15056,King Solomon Hotel- Golders Green,5.8,GoldersGreen,Review score,1408,289,9.2,Single Room,3,Not included
15057,Buckle Street Studios by Locke,8.6,TowerHamlets,Excellent,1136,812,4,Micro Studio-Corner,4,Not included
15058,The Henrietta Hotel,9,WestminsterBorough,Wonderful,560,1942,0.45,Standard King Room,4,Not included
15059,Howard Winchester Hotel,7.9,Camden,Good,1199,910,2.5,Double Room with Extra Single Bed,0,Not included
15060,The Westbourne Hyde Park,8.5,WestminsterBorough,Very Good,2392,1368,3.5,Deluxe Double Studio,4,Not included
15061,Thistle London Marble Arch,7.5,WestminsterBorough,Good,4041,1302,2.2,Standard Double Room,4,Not included
15062,The Brookmill,8.4,Lewisham,Very Good,76,817,8.4,Standard Double Room,0,Not included
15063,Pembury Hotel at Finsbury Park,5.9,Hackney,Review score,1075,436,6.8,Single Room,3,Not included
15064,H10 London Waterloo,8.4,Southwark,Very Good,4753,822,1.8,Double Room,4,Not included
15065,small elephant,5.6,Southwark,Review score,22,392,2.2,Single Room with Shared Bathroom,0,Not included
15066,The Sumner Hotel,7.4,WestminsterBorough,Good,460,1128,2.5,Standard Double or Twin Room,4,Not included
15067,Georgian House Hotel,7.8,WestminsterBorough,Good,625,1030,2.2,Classic Double/Twin Room,4,Not included
15068,OYO Vegas Hotel,6.2,WestminsterBorough,Review score,1218,564,2.1,Standard Single Room,3,Breakfast included
15069,The Wolfpack Inn,8.6,HammersmithandFulham,Excellent,241,735,5.7,Double Room with Private Bathroom,0,Not included
15070,The Rembrandt,8.2,KensingtonandChelsea,Very Good,1670,1273,3.2,Classic Twin Room,4,Breakfast included
15071,Dawson House,8.3,Camden,Very Good,496,490,5.8,Single Room,3,Not included
15072,Hausd - Leicester Square,8.8,WestminsterBorough,Excellent,347,1662,0.6,One-Bedroom Suite,4,Not included
15073,Hand & Flower,8.4,HammersmithandFulham,Very Good,563,1302,5.7,Luxury Double Room,0,Breakfast included
15074,Camden Apartments,6.9,Islington,Review score,99,1144,4.6,Superior Studio,3,Not included
15075,Twin Towers Hotel,4.3,Brent,Review score,67,368,9.3,Triple Room,0,Not included
15076,The Kings Head Hotel,7.2,Acton,Good,944,556,10.1,Classic Double Room,4,Not included
15077,NOX Kensington,7.5,KensingtonandChelsea,Good,1414,567,5.7,Double Studio (Sole Use),4,Not included
15078,Garden Court Hotel,7.5,WestminsterBorough,Good,2211,710,4.4,Single Room with Private External Bathroom,3,Not included
15079,The Dorchester - Dorchester Collection,9.2,WestminsterBorough,Wonderful,225,4113,1.7,Deluxe Queen Room,5,Not included
15080,Plaza London Hotel,5.9,TowerHamlets,Review score,753,392,5.9,Single Room,3,Not included
15081,Hotel Unique,7.7,GoldersGreen,Good,283,441,8.8,Single Room,3,Not included
15082,Affordable Lux and Cozy 1 bed flat in Chelsea,8.5,KensingtonandChelsea,Very Good,63,872,4.4,Studio Apartment,4,Not included
15083,Point A Hotel London Shoreditch,7.9,Hackney,Good,4631,654,3.4,Double Room - No Window,3,Not included
15084,The Sumner Hotel,7.4,WestminsterBorough,Good,460,1128,2.5,Standard Double or Twin Room,4,Not included
15085,OYO The Arch Wembley,7.1,Brent,Good,853,363,12,Standard Single Room,3,Not included
15086,Tulse Hill Luxury Cosy Rooms,8.5,Lambeth,Very Good,102,784,7.8,Double Room with Shared Bathroom,0,Not included
15087,146 Studios,7.7,WestminsterBorough,Good,1708,594,2.9,Double Studio (Lower Ground Floor),4,Not included
15088,ApartaSuites Emerald,6.7,Camden,Review score,12,621,1.7,One-Bedroom Apartment,3,Not included
15089,The Carlton Tower Jumeirah,9.1,KensingtonandChelsea,Wonderful,94,4177,2.4,Superior Room,5,Not included
15090,The Crown Hotel,7.5,London,Good,2354,735,8.1,Deluxe Double Room,4,Not included
15091,The Langham London,9.3,WestminsterBorough,Wonderful,1896,2615,1.6,Superior Twin Room,5,Not included
15092,Fox and Grapes,8.3,Wimbledon,Very Good,109,681,11.5,Double Room,3,Not included
15093,The Adria,9.3,KensingtonandChelsea,Wonderful,259,2174,3.9,Superior Double Room,5,Not included
15094,Montagu Place Hotel,8.4,WestminsterBorough,Very Good,437,1642,2.5,Standard Double Room,4,Not included
15095,"art'otel London Battersea Power Station, Powered by Radisson Hotels",0,Wandsworth,Not calified,0,1956,3,Art Room King,4,Not included
15096,ME London by Melia,8.6,WestminsterBorough,Excellent,1528,2065,0.8,Aura Guestroom,5,Not included
15097,The Melville Hotel Kings Cross,7.2,Camden,Good,1236,1090,2.4,One-Bedroom Chalet,2,Not included
15098,Aspen Hotel,7.3,WestminsterBorough,Good,485,1046,3.3,Double Studio,3,Not included
15099,Hotel Lily,4.5,HammersmithandFulham,Review score,2750,458,5.4,Twin Room,2,Not included
15100,Comfortable Room With Ensuite,9.3,TowerHamlets,Wonderful,72,652,4,Deluxe Double Room with Shower,4,Not included
15101,London Olympus Hotel,6.9,Newham,Review score,438,512,10.2,Double Room,2,Not included
15102,The Hari London,8.9,KensingtonandChelsea,Excellent,680,2349,2.3,Superior King Room,5,Not included
15103,The Rookery,9.2,Islington,Wonderful,406,1629,2.2,Club Single Room,4,Not included
15104,easyHotel Paddington,4.8,WestminsterBorough,Review score,1850,463,3.3,Double Room without Window,2,Not included
15105,NOX Golders Green,8.3,GoldersGreen,Very Good,1520,515,9,Single Studio,4,Not included
15106,Brick lane stay,4.5,TowerHamlets,Review score,457,485,4.1,Budget Double Room,2,Not included
15107,"Staybridge Suites London-Vauxhall, an IHG Hotel",8.8,Lambeth,Excellent,851,1153,1.9,Studio Suite,4,Breakfast included
15108,Pasha Hotel - 3* Boutique Hotel,4.4,Southwark,Review score,1003,358,3.9,Economy Single Room,3,Not included
15109,COMO The Halkin,9,WestminsterBorough,Wonderful,73,2795,1.9,Room standard,5,Not included
15110,Locke at Broken Wharf,8.9,CityofLondon,Excellent,1012,877,2.2,Micro Studio,4,Not included
15111,"Great Northern Hotel, A Tribute Portfolio Hotel, London",8.3,Camden,Very Good,502,1340,2.6,"Couchette, Guest room, 1 Double",5,Not included
15112,Axiom Park Hotel,6.1,Wandsworth,Review score,1875,664,4.2,Standard Studio,4,Not included
15113,"Queensway Hotel, Sure Hotel Collection by Best Western",6.6,WestminsterBorough,Review score,932,437,3.2,Cozy Single Room,3,Not included
15114,Insley House,7.4,TowerHamlets,Good,12,294,8,Standard Double Room with Shared Bathroom,0,Breakfast included
15115,Hour Glass Hotel,7.5,Southwark,Good,720,468,3.8,Double Room with Shared Bathroom,2,Not included
15116,Ravna Gora,8.1,KensingtonandChelsea,Very Good,1645,730,5.3,Single Room with Shared Bathroom,3,Not included
15117,Canary Riverside Plaza Hotel,8.4,TowerHamlets,Very Good,623,1736,6.9,Standard King Room,5,Not included
15118,F3 Cosy Single Room (Sandycroft Guest House),7.1,Greenwich,Good,20,253,16.3,Deluxe Single Room,0,Not included
15119,Mercure London Bridge,8.2,Southwark,Very Good,863,844,2,Classic Room with Queen Bed,4,Not included
15120,"The Dixon, Tower Bridge, Autograph Collection",8.8,Southwark,Excellent,1238,854,3.6,Twin Room,4,Not included
15121,Hotel du Vin Cannizaro House Wimbledon,8.1,Wimbledon,Very Good,1057,779,11.6,Classic Double Room,4,Not included
15122,Pasha Hotel - 3* Boutique Hotel,4.4,Southwark,Review score,1003,358,3.9,Economy Single Room,3,Not included
15123,Gower House Hotel,6.4,Camden,Review score,1414,694,1.6,Single Room,3,Breakfast included
15124,Kensington Prime Hotel,8.3,KensingtonandChelsea,Very Good,525,763,5.7,Standard Double Room,3,Not included
15125,Point A London Liverpool Street,7.9,TowerHamlets,Good,5818,654,3.8,Double Room without Window,3,Not included
15126,Elmwood Hotel,5.9,Camden,Review score,1455,492,2.4,Double Room,2,Not included
15127,The Ritz London,9.5,WestminsterBorough,Exceptional,636,10862,0.9,Junior Suite,5,Not included
15128,"Charlotte Street Hotel, Firmdale Hotels",9.1,WestminsterBorough,Wonderful,129,2680,1.3,Superior Room,5,Not included
15129,Carlton Hotel,6.7,WestminsterBorough,Review score,1022,614,2.1,Double Room with private toilet and shower,2,Not included
15130,The Crown Hotel,7.5,London,Good,2354,735,8.1,Deluxe Double Room,4,Not included
15131,mk hotel london,7.8,Wandsworth,Good,748,581,7.6,Economy Single Room,0,Breakfast included
15132,Point A Hotel London Shoreditch,7.9,Hackney,Good,4631,654,3.4,Double Room - No Window,3,Not included
15133,Astor Hyde Park Hostel,7.7,KensingtonandChelsea,Good,1855,191,3.7,Bed in 10-Bed Female Dorm Ensuite,0,Not included
15134,Axiom Park Hotel,6.1,Wandsworth,Review score,1875,641,4.2,Standard Studio,4,Not included
15135,Norfolk Towers Paddington,7.4,WestminsterBorough,Good,4714,824,3.2,Club Double Room,4,Not included
15136,Sunborn London Yacht Hotel,8,Newham,Very Good,4447,1236,10.6,Classic King room with Dockview,4,Breakfast included
15137,Selina Camden,7.9,Camden,Good,301,366,4.4,Bunk Bed in Mixed Dormitory Room,3,Not included
15138,"London Chigwell Prince Regent Hotel, BW Signature Collection",6.6,London,Review score,1154,567,17,Classic Double Room,4,Not included
15139,London Olympus Hotel Nirvana,7,Newham,Good,522,440,10.1,Deluxe Single Room,2,Not included
15140,The London EDITION,8.4,WestminsterBorough,Very Good,135,2217,1.2,"Superior Queen, Guest room, 1 Queen",5,Not included
15141,The Angerstein Hotel,7.5,Greenwich,Good,953,309,10.3,Single Room with Shared Bathroom,3,Not included
15142,ATHENS STORIES,8.9,Psiri,Excellent,415,718,0.9,Apartment with Balcony,4,Not included
15143,Thanasis Place,7.7,AthensCityCentre,Good,1430,42,1.8,Bed in 6-Bed Mixed Dormitory Room,0,Not included
15144,Hotel Lozenge,9.1,Syntagma,Wonderful,1861,816,0.3,Double or Twin Room,4,Breakfast included
15145,Arethusa Hotel,8.2,Syntagma,Very Good,2588,216,0.15,Single Room,3,Breakfast included
15146,Athens Backpackers,8.3,Koukaki,Very Good,1063,113,0.9,Bed in 6-Bed Dormitory Room,0,Breakfast included
15147,Pella Inn Hostel,8.1,Psiri,Very Good,1980,74,1,Bed in 8-Bed Mixed Dormitory Room,0,Not included
15148,Adam's Hotel,8,Plaka,Very Good,1300,298,0.6,Double or Twin Room,2,Not included
15149,Omiros Hotel,7.9,Plaka,Good,2585,242,0.3,Single Room,3,Breakfast included
15150,Grand Hyatt Athens,8.3,NeosKosmos,Very Good,4094,629,2.5,King Room,5,Not included
15151,Athens Marriott Hotel,8.5,PalaioFaliro,Very Good,588,605,5.1,Superior Guest Room with Two Single Beds and Courtyard View,5,Not included
15152,Ambrosia Suites,7.8,AthensCityCentre,Good,1261,133,1.3,Economy Single Room,0,Not included
15153,"Holiday Inn Athens Attica Av, Airport W., an IHG Hotel",8.3,Athens,Very Good,1675,603,12.7,Standard King Room with Extra Bed - Non-Smoking,4,Not included
15154,Electra Hotel Athens,8.8,Syntagma,Excellent,2940,594,0.15,Classic Single Room,4,Breakfast included
15155,The monumental house,8.2,Syntagma,Very Good,228,141,0.45,Budget Double Room,0,Not included
15156,Melia Athens,7.9,AthensCityCentre,Good,1591,572,1.2,Meliá Room,4,Not included
15157,Kimon Hotel Athens,8.5,Plaka,Very Good,1291,190,0.4,Petite Internal Room,1,Not included
15158,Hermes Hotel,8.4,Plaka,Very Good,1206,382,0.35,Economy Room,3,Breakfast included
15159,Electra Palace Athens,8.9,Plaka,Excellent,3714,654,0.35,Classic Single Room,5,Breakfast included
15160,Pallada Athens boutique rooms & apartments,8.5,Psiri,Very Good,396,524,0.9,Deluxe Double or Twin Room,0,Breakfast included
15161,Plaka Hotel,8.7,Plaka,Excellent,2968,406,0.6,Economy Room,3,Breakfast included
15162,PAME Wild,9.2,AthensCityCentre,Wonderful,72,235,1.7,Double comfort,0,Not included
15163,Carolina Hotel since 1934,7.9,Syntagma,Good,701,303,0.6,Roof garden - Single room,3,Breakfast included
15164,The Vault Athens,8.9,Syntagma,Excellent,88,509,0.6,Standard Room with City view,4,Breakfast included
15165,The Historical Center Studios,6.4,AthensCityCentre,Review score,985,94,1.3,Double Room with Private Bathroom,3,Not included
15166,ACROPOLIS CITY LIFE BOUTIQUE HOTEL,9.3,Psiri,Wonderful,282,439,0.9,Superior King Room,0,Breakfast included
15167,Hera Hotel,8.6,Koukaki,Excellent,369,389,1.1,Small Double Room,4,Not included
15168,City Circus Athens,9,Psiri,Wonderful,862,152,1.1,Single Bed in 6-Bed Female Dormitory Room,0,Not included
15169,Athinais Hotel,8.6,AthensCityCentre,Excellent,500,335,2.1,Twin Room,3,Breakfast included
15170,Ilisia Hotel Athens,8.2,Ilisia,Very Good,511,478,1.5,Single Room,4,Breakfast included
15171,Athens Mirabello,8.4,AthensCityCentre,Very Good,2450,197,1.2,Single Room,3,Breakfast included
15172,Bedway Athens Hostel,8.4,NeosKosmos,Very Good,752,54,2,Bed in 8-Bed Mixed Dormitory Room,0,Not included
15173,Palmyra Beach Hotel,8.5,Glyfada,Very Good,1441,324,12.2,Double or Twin Room with Garden View,4,Not included
15174,Adrian Hotel,8.6,Plaka,Excellent,1701,443,0.7,Triple Room,3,Breakfast included
15175,Nubian Hostel,8.8,Exarcheia,Excellent,568,94,1,Bed in 6-Bed Mixed Dormitory Room,0,Breakfast included
15176,Apollo Hotel,7.8,Metaxourgeio,Good,899,171,1.7,Single Room,3,Breakfast included
15177,Polis Grand Hotel,8.3,AthensCityCentre,Very Good,2033,436,1.2,Superior Double or Twin Room,4,Breakfast included
15178,Emporikon Athens Hotel,8.9,Monastiraki,Excellent,753,671,0.7,Basic Room with city view,4,Not included
15179,The Modernist Athens,9.3,Kolonaki,Wonderful,780,835,1.3,Standard Room,4,Breakfast included
15180,Electra Metropolis,9.1,Plaka,Wonderful,5363,878,0.25,Classic Double or Twin Room,5,Breakfast included
15181,BED in Athens,9.5,Psiri,Exceptional,1381,425,1,Standard Double Room,0,Not included
15182,Cohort Koukaki,9.4,Koukaki,Wonderful,481,662,1.3,Quadruple Room,4,Not included
15183,B4B Athens Signature Hotel,9.1,NeosKosmos,Wonderful,2740,536,1.2,Comfort Double Room,4,Breakfast included
15184,"Hub Suites, Luxury living in Athens",9.2,Koukaki,Wonderful,456,422,1.4,Double Room with Acropolis View,4,Not included
15185,Pagration Youth Hostel,8.8,Pagkrati,Excellent,571,52,1.7,Single Bed in 8-Bed Mixed Dormitory Room,0,Not included
15186,Cecil Hotel,7.8,Psiri,Good,1902,170,0.8,Single Room,2,Breakfast included
15187,Acropolis Hill Hotel,8.3,Koukaki,Very Good,591,306,1.4,Standard Double or Twin Room,3,Breakfast included
15188,Athens Center Square Hotel,8.3,Psiri,Very Good,1017,238,0.9,Partner offer option,3,Breakfast included
15189,Athos Hotel,8.1,Plaka,Very Good,761,359,0.35,Standard Twin Room,3,Not included
15190,Homely Apartments by Athens Stay,7,AthensCityCentre,Good,786,235,1.6,Standard Apartment,3,Not included
15191,Attalos Hotel,8.7,Psiri,Excellent,2336,283,0.8,Single Room,3,Not included
15192,Hotel Byron,7.2,Plaka,Good,1740,171,0.7,Small Single Room,2,Not included
15193,Athinais Hotel,8.6,AthensCityCentre,Excellent,500,335,2.1,Twin Room,3,Breakfast included
15194,Ermou & Athinas Suites in Monastiraki,8.4,Monastiraki,Very Good,62,258,0.8,Studio,3,Not included
15195,Hotel Giorgio,8.3,Acharnes,Very Good,184,167,9.1,Double Room,2,Breakfast included
15196,The excellent home,9,Pagkrati,Wonderful,10,247,1.5,One-Bedroom Apartment,4,Not included
15197,Sparta Team Hotel,5.4,AthensCityCentre,Review score,1353,55,1.1,Bed in 6-Bed Mixed Dormitory Room,1,Not included
15198,Tempi Hotel,8,Monastiraki,Very Good,1742,132,0.7,Budget Single Room with Shared Bathroom,1,Not included
15199,L'Avventura Athens,9.1,Psiri,Wonderful,890,486,1.1,Economy Double Room,0,Not included
15200,Apollo Hotel,7.8,Metaxourgeio,Good,899,171,1.7,Single Room,3,Breakfast included
15201,Cityzoe Athens Suites,9.1,Plaka,Wonderful,160,437,0.7,Standard Suite,4,Not included
15202,The Residence - Christokopidou Hotel & SPA,8.8,Psiri,Excellent,712,828,1,Standard Double Room,0,Not included
15203,Omiros Hotel,7.9,Plaka,Good,2585,242,0.3,Single Room,3,Breakfast included
15204,Triple A - 3 Squares,9,Syntagma,Wonderful,96,774,0.7,Queen Studio,3,Not included
15205,Studio with sunny balcony in Exarcheia,8.5,Exarcheia,Very Good,106,190,1.2,One-Bedroom Apartment,3,Not included
15206,The Residence Aiolou Suites & SPA,9.3,Monastiraki,Wonderful,674,839,0.7,Comfort Double Room (Opening package),0,Not included
15207,PURE URBAN PREMIUM METRO AGIOS NIKOLAOS,7.6,Athens,Good,75,122,3.1,One-Bedroom Apartment,3,Not included
15208,Theasis Athens,8.4,Plaka,Very Good,370,887,0.9,Deluxe Double Room with Balcony,3,Breakfast included
15209,Exrcheia's comfort stay,7.6,Exarcheia,Good,34,117,1.2,Two-Bedroom Apartment,3,Not included
15210,"Homely Apt in Neapoli, Exarcheia",8,AthensCityCentre,Very Good,155,162,1,Apartment,3,Not included
15211,Pergamos Hotel,6.5,AthensCityCentre,Review score,464,143,1.6,Double Room,2,Not included
15212,Stefanion Suites,8.8,Plaka,Excellent,560,338,0.5,Superior Triple Room,3,Breakfast included
15213,Adrian Hotel,8.6,Plaka,Excellent,1701,443,0.7,Triple Room,3,Breakfast included
15214,Athens Mirabello,8.4,AthensCityCentre,Very Good,2450,197,1.2,Single Room,3,Breakfast included
15215,Secret Garden Downtown,0,Athens,Not calified,0,334,1.2,One-Bedroom Apartment,0,Not included
15216,Athens Studios,7.9,Koukaki,Good,3284,414,1.1,Studio Apartment with Kitchenette and Balcony,3,Breakfast included
15217,Athens Raise Acropolis Project,8.9,AthensCityCentre,Excellent,2064,309,1.1,Studio,3,Not included
